SpeciesName,Flower color,Flower sex,Flowering lag time: number of days from exposition start to flowering,Flowering requirement (requirement for fertility),Fruit type,Plant flowering,Plant growth form,Plant growth temperature range,Plant height,Plant human usage types,Plant lifespan (longevity),Plant lifespan: age trees reach in forested stands,Plant woodiness,Seed germination base temperature,Seed germination base water potential,Seed germination lag time,Seed germination requirement,Seed germination temperature,Seed germination type,Wood growth ring distinction
#Acacia baileyana F.Muell.,,,,,dry,,,,,,,,,,,,,,,
#Acacia dealbata Link,,,,,dry,,,,,,,,,,,,,,,
#Acacia decurrens Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia elata A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia iteaphylla F.Muell. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia longifolia (Andrews) Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia mearnsii De Wild.,,,,,dry,,,,,,,,,,,,,,,
#Acacia podalyriifolia A.Cunn. ex G.Don,,,,,dry,,,,,,,,,,,,,,,
#Acacia pycnantha Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia saligna (Labill.) H.L.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Acacia spectabilis A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Hakea sericea Schrad. & J.C.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Senna barclayana (Sweet) Randell,,,,,dry,,,,,,,,,,,,,,,
ARENARIA SERPYLLIFOLIA L.,,,,,dry,,forb-annual,,,,1.0,,,,,,,,,3
ARISTOLOCHIA CLEMATITIS L.,,,,,,,b H,,,,6.0,,,,,,,,,1
ARTEMISIA ABSINTHIUM L.,,,,,,,c C,,,,4.0,,,,,,,,,1
ARTEMISIA VERLOTIORUM Lamotte,,,,,,,a T,,,,1.0,,,,,,,,,5
ARTEMISIA VULGARIS L.,,,,,,,forb,,,,3.0,,,,,,,,,3
ASPARAGUS OFFICINALIS L.,,dioecy,,,fleshy,,psammophile,,,0100.0 Vegetables and fruits,perennial,,H,,,,,,,
ASPERULA CYNANCHICA L.,,,,,dry,,b H,,,,11.0,,H,,,,,,,2
ASPLENIUM ADIANTUM-NIGRUM L.,,,,,,,herb,,,,,,,,,,,,,
ASPLENIUM ONOPTERIS L.,,,,,,,perennial forb,,,,,,,,,,,,,
ASPLENIUM RUTA-MURARIA L.,,,,,,,forb,,,,,,,,,,,,,
ASPLENIUM SCOLOPENDRIUM L.,,,,,,,terrestrial,,,,,,,,,,,,,
ASTER LINOSYRIS (L.) Bernh.,,,,,dry,,forb,,,,,,,,,,,,,
ASTER NOVI-BELGII L.,,,,,,,yes,,,,yes,,,,,,,,,
ASTER TRIPOLIUM L.,,,,,,,a T,,,0111.3 Leaves,1.0,,,,,,,,,5
ASTRAGALUS ALPINUS L.,,,,,,,b H,,,,9.0,,,,,,,,,2
ATRIPLEX GLABRIUSCULA Edmondston,,monoecy,,,,,psammophile,,,,,,W,,,,,,,
ATRIPLEX LACINIATA L.,,,,,,,a T,,,,,,H,,,,,,,4
ATRIPLEX LITTORALIS L.,,monoecy,,,,,b H,,,0110.0 Vegetables,1.0,,H,,,,,,,5
ATRIPLEX LONGIPES Drejer,,,,,,,psammophile,,,,,,,,,,,,,
ATRIPLEX PATULA L.,,monoecy,,,,,a T,,,3300.0 Fodder,1.0,,H,,,,,,,5
ATRIPLEX PEDUNCULATA L.,,,,,,,hydrohalophyte,,,,,,,,,,,,,
ATRIPLEX PORTULACOIDES L.,,,,,,,hydrohalophyte,,,3300.0 Fodder | 4850.0 Salt-tolerant ornamental,,,,,,,,,,
ATRIPLEX PROSTRATA Boucher ex DC.,,monoecy,,,,,hydrohalophyte,,,0110.0 Vegetables,1.0,,H,,,,,,,
ATROPA BELLADONNA L.,,,,,fleshy,,b H,,,,2.0,,,,,,,,,1
AVENA STERILIS L.,,,,,dry,,graminoid-annual,,,,,,,,,,,,,
Aa achalensis,,,,,,,Free-standing,,,,,,,,,,,,,
Aa argyrolepis,,,,,,,Herb,,,,,,,,,,,,,
Aa aurantiaca,,,,,,,Free-standing,,,,,,,,,,,,,
Aa brevis,,,,,,,Tree,,,,,,,,,,,,,
Aa calceata,,,,,,,Shrub,,,,,,,,,,,,,
Aa colombiana,,,,,,,Herb,,,,,,,,,,,,,
Aa denticulata,,,,,,,Free-standing,,,,,,,,,,,,,
Aa erosa,,,,,,,Free-standing,,,,,,,,,,,,,
Aa fiebrigii,,,,,,,Shrub,,,,,,,,,,,,,
Aa hartwegii,,,,,,,Herb,,,,,,,,,,,,,
Aa hieronymi,,,,,,,Free-standing,,,,,,,,,,,,,
Aa leucantha,,,,,,,Epiphyte,,,,,,,,,,,,,
Aa lorentzii,,,,,,,Free-standing,,,,,,,,,,,,,
Aa macra,,,,,,,Herb,,,,,,,,,,,,,
Aa maderoi,,,,,,,Herb,,,,,,,,,,,,,
Aa mandonii,,,,,,,Free-standing,,,,,,,,,,,,,
Aa mathewsii,,,,,,,Epiphyte,,,,,,,,,,,,,
Aa matthewsii,,,,,,,Free-standing,,,,,,,,,,,,,
Aa microtidis,,,,,,,Free-standing,,,,,,,,,,,,,
Aa nervosa,,,,,,,Free-standing,,,,,,,,,,,,,
Aa paleacea,,,,,,,Epiphyte,,,,,,H,,,,,,,
Aa riobambae,,,,,,,Herb,,,,,,,,,,,,,
Aa rosei,,,,,,,Free-standing,,,,,,,,,,,,,
Aa schickendanzii,,,,,,,Free-standing,,,,,,,,,,,,,
Aa sp,,,,,,,herb,,,,perennial,,non-woody,,,,,,,
Aa spec,,,,,,,graminoid,,,,perennial,,,,,,,,,
Aa sphaeroglossa,,,,,,,Free-standing,,,,,,,,,,,,,
Aa trilobulata,,,,,,,Free-standing,,,,,,,,,,,,,
Aa weberbaueri,,,,,,,Herb,,,,,,,,,,,,,
Aa weddelliana,,,,,,,Free-standing,,,,,,,,,,,,,
Abacopteris multilineata,,,,,,,fern/non-woody,,,,,,non-woody,,,,,,,
Abacopteris multilineatum,,,,,,,fern,,,,,,,,,,,,,
Abama americana,,,,,,,Forb/herb,,,,,,,,,,,,,
Abama montana,,,,,,,Forb/herb,,,,,,,,,,,,,
Abarema acreana,,,,,,,Tree,,,,,,,,,,,,,
Abarema adenophora,,,,,,,Tree,,,,,,woody,,,,,,,
Abarema adenophorum,,,,,,,tree,,,,,,woody,,,,,,,
Abarema alexandri var. troyana,,,,,,,Tree (T),,,,,,,,,,,,,
Abarema barbouriana,,,,,,,tree,,,,,,woody,,,,,,,
Abarema barbouriana (Standl.) Barneby & J.W. Grimes,,,,,,,TREE,,,,,,,,,,,,,
Abarema brachystachya,,,,,,,T,,,,,,woody,,,,,,,
Abarema callejasii,,,,,,,Tree,,,,,,,,,,,,,
Abarema campestris,,,,,,,Tree,,,,,,W,,,,,,,
Abarema cochleata,,,,,,,Tree,,,,,,,,,,,,,
Abarema cochliacarpos,,,,,,,Tree,,,,,,woody,,,,,,,
Abarema cochliacarpos (Gomes) Barneby & J.W.Grimes,,,,,,,No,,,,,,,,,,,,,
Abarema cochliocarpos,,,,,,,Free-standing,,,,,,,,,,,,,
Abarema curvicarpa,,,,,,,tree,,,,,,W,,,,,,,
Abarema filamentosa,,,,,,,Tree,,,,,,,,,,,,,
Abarema floribunda,,,,,,,Tree,,,,,,,,,,,,,
Abarema gallorum,,,,,,,Free-standing,,,,,,,,,,,,,
Abarema ganymedea,,,,,,,Tree,,,,,,,,,,,,,
Abarema idiopoda,,,,,,,Tree,,,,,,,,,,,,,
Abarema jupunba,,,,,,,Tree,,,,perennial,,woody,,,,,,,
Abarema jupunba (Willd.) Britton & Killip var. jupunba,,,,,,,A,,,,,,,,,,,,,
Abarema jupunba var. jupunba,,,,,,,Tree (T),,,,,,,,,,,,,
Abarema killipii,,,,,,,Tree,,,,,,,,,,,,,
Abarema laeta,,,,,,,tree,,,,,,woody,,,,,,,
Abarema langsdorffii,,,,,,,Tree,,,,,,,,,,,,,
Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,,,,,,,No,,,,,,,,,,,,,
Abarema langsdorfii,,,,,,,Tree (T),,,,,,,,,,,,,
Abarema lehmannii,,,,,,,Tree,,,,,,,,,,,,,
Abarema leucophylla,,,,,,,Tree,,,,,,,,,,,,,
Abarema macradenia,,,,,,,tree,,,,,,woody,,,,,,,
Abarema macradenia (Pittier) Barneby & J.W. Grimes,,,,,,,TREE,,,,,,,,,,,,,
Abarema mataybifolia,,,,,,,Tree,,,,,,woody,,,,,,,
"Abarema mataybifolia (Sandw.) Barneby & Grimes, comb. nov. ined.",,,,,,,A,,,,,,,,,,,,,
Abarema micricalyx,,,,,,,Tree,,,,,,,,,,,,,
Abarema microcalyx,,,,,,,Tree,,,,,,,,,,,,,
Abarema piresii,,,,,,,Tree,,,,,,woody,,,,,,,
Abarema racemiflora,,,,,,,Tree,,,,,,woody,,,,,,,
Abarema sp,,,,,,,Tree,,,,,,woody,,,,,,,
Abarema villosa Iganci & M.P.Morim,,,,,,,No,,,,,,,,,,,,,
Abarema zollerana,,,,,,,Tree,,,,,,,,,,,,,
Abarema zolleriana,,,,,,,Tree,,,,,,,,,,,,,
Abatia americana,,,,,,,Free-standing,,,,,,W,,,,,,,
Abatia americana (Gardner) Eichler,,,,,,,No,,,,,,,,,,,,,
Abatia angeliana,,,,,,,Herb,,,,,,,,,,,,,
Abatia boliviana,,,,,,,,,,,,,W,,,,,,,
Abatia canescens,,,,,,,Shrub,,,,,,W,,,,,,,
Abatia mexicana,,,,,,,Shrub,,,,,,W,,,,,,,
Abatia parviflora,,,,,,,tree,,,,,,woody,,,,,,,
Abatia rugosa,,,,,,,Shrub,,,,,,W,,,,,,,
Abatia spicata,,,,,,,Shrub,,,,,,W,,,,,,,
Abatia stellata,,,,,,,Shrub,,,,,,W,,,,,,,
Abdominea minimiflora,,,,,,,Herb (H),,,,,,H,,,,,,,
Abelia,,,,,,,S,,,,,,,,,,,,,
Abelia A-grandiflora,,,,,,,Shrub,,,,,,,,,,,,,
Abelia NA,,,,,,,Shrub,,,,,,,,,,,,,
Abelia biflora,,,,,,,no,,,False,no,,woody,,,,,,,
Abelia chinensis,,,,,,,Shrub,,,,,,W,,,,,,,
Abelia dielsii,,,,,,,Shrub,,,False,,,W,,,,,,,
Abelia graebneriana,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Abelia grandiflora,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Abelia grandiflora (Rovelli ex AndrÈ) Rehder [chinensis ? uniflora],Purple,,,Medium,,,Shrub,,,No,Perennial,,,,,,No,,,
Abelia integrifolia,,,,,,,shrub/woody,,,,,,W,,,,,,,
Abelia mosanensis,,,,,,,shrub/woody,,,,,,W,,,,,,,
Abelia serrata,,,,,,,W,,,,,,W,,,,,,,
Abelia sp,,,,,,,shrub,,,,,,woody,,,,,,,
Abelia spathulata,,,,,,,Shrub,,,,,,W,,,,,,,
Abelia triflora,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Abelia uniflora,,,,,,,Shrub,,,,,,,,,,,,,
Abelia x grandiflora,,,,,,,e N,,,,4.0,,,,,,,,,3
Abelia zanderi,,,,,,,,,,,,,W,,,,,,,
Abelia_xgrandiflora,,,,,,,nonself,,,,,,,,,,,,,
Abeliophyllum distichum,,,,,,,Shrub,,,,,,W,,,,,,,
Abeliophyllum sp,,,,,,,shrub,,,,,,woody,,,,,,,
Abelmoschus,,,,,,,H,,,,,,,,,,,,,
Abelmoschus NA,,,,,,,"Forb/herb,Shrub,Subshrub",,,,,,,,,,,,,
Abelmoschus angulosus,,,,,,,Free-standing,,,,,,,,,,,,,
Abelmoschus crinitus,,,,,,,Herb,,,,,,non-woody,,,,,,,
Abelmoschus esculentus,,,,,,,herb,,,,annual,,H,,,,,,,
Abelmoschus esculentus (L.) Moench,red,,,,capsule,,herb,,,,,,,,,,,,,
Abelmoschus ficulneus,,,,,,,Shrub,,,,,,W,,,,,,,
Abelmoschus ficulneus (L.) Wight & Arn.,pink,,,,capsule,,woody,,,,,,,,,,,,,
Abelmoschus manihot,,,,,,,Herb,,,,,,H,,,,,,,
Abelmoschus moschatus,,,,,,,herbaceous/Terrestrial Herb,,,,,,H,,,,,,,
Abelmoschus moschatus Medik.,yellow,,,,capsule,,herb,,,,,,,,,,,,,
Abelmoshus esculentus (L.) Moench,,,,,,,e N,,,,,,,,,,,,,4
Aberia gardneri,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Abiea amabilis,,,,,,,tree,,,,,,,,,,,,,
Abiea balsamea,,,,,,,tree,,,,,,,,,,,,,
Abies,,,,,,,tree,,,,,,,,,,,,,
Abies  faxoniana,,,,,,,tree,,,,,,,,,,,,,
Abies  magnifica,,,,,,,Tree,,,,,,,,,,,,,
Abies  magnifica A. Murray bis,,,,,,,Tree,,,,,,,,,,,,,
Abies  nephrolepis,,,,,,,tree,,,,,,,,,,,,,
Abies  spectabilis,,,,,,,tree,,,,,,,,,,,,,
Abies ?shastensis (Lemmon) Lemmon [magnifica ? procera],Brown,,,Low,,,Tree,,,No,Perennial,,,,,,Yes,,,
Abies NA,,,,,,,Tree,,,,,,,,,,,,,
Abies alba,,monoecious,,,missing,,Stem erect,,20.0,False,always pluriennial-pollakanthic,,woody,,,,,,,vesselless
Abies alba Miller,,,,,dry,,tree,,,,,,,,,,,,,
Abies amabilis,,,,,,,tree,,,FALSE,400.0,,woody,,,,No,,,
Abies amabilis (Douglas ex Louden) Douglas ex Forbes,Yellow,,,Low,,,Tree,,,No,Perennial,,,,,,Yes,,,
Abies arizonica,,,,,,,tree/woody,,,,,,woody,,,,,,,
Abies balsamea,,monoiceous,,,,,tree,2,14.0,FALSE,200.0,245,woody,,,,No,,,vesselless
Abies balsamea (L.) Mill.,Yellow,,,Medium,,,Tree,,,No,Perennial,,Woody,,,,Yes,,,
Abies balsamea var. balsamea,,,,,,,Tree,,,,,,,,,,,,,
Abies balsamea var. phanerolepis,,,,,,,Tree,,,,,,,,,,,,,
Abies balsamifera,,,,,,,tree,,,,,,woody,,,,,,,
Abies beshanzuensis,,,,,,,Tree,,,,,,,,,,,,,
Abies bifolia,,,,,,,Tree,,,,,,,,,,,,,
Abies borisii-regis,,,,,,,Tree,,,False,,,W,,,,,,,
Abies bornmuelleriana,,,,,,,Tree,,,,,,W,,,,,,,vesselless
Abies bornmulleriana,,,,,,,tree,,,,,,woody,,,,,,,
Abies bracteata,,,,,,,tree,,,,,,woody,,,,No,,,
Abies cephalonica,,,,,,,tree,,,False,150.0,,W,,,,No,,,
Abies cephalonica J. W. Loudon,,,,,dry,,tree,,,,,,,,,,,,,
Abies cephalonica Loundon,,,,,,,T,,,,,,,,,,,,,
Abies chayuensis,,,,,,,Tree,,,False,,,,,,,,,,
Abies chensiensis,,,,,,,Tree,,,False,,,W,,,,No,,,
Abies cilicica,,,,,,,Tree,,,,,,W,,,,No,,,
Abies cilicica (Antoine & Kotschy) Carriere,,,,,dry,,tree,,,,,,,,,,,,,
Abies cilicica (Antoine & Kotschy) Carriere ssp. isaurica Coode & Cullen,,,,,,,tree,,,,,,,,,,,,,
Abies coahuilensis,,,,,,,Tree,,,,,,,,,,,,,
Abies concolor,,,,,,,tree,,20.0,False,300.0,,woody,,,,No,,,vesselless
Abies concolor (Gord. & Glend.) Lindl.,,,,,,,tree,,,,,,,,,,,,,
Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.,,,,Medium,,,Tree,,,No,Perennial,,,,,,Yes,,,
Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.,,,,,,,Tree,,,,,,,,,,,,,
Abies concolr,,,,,,,tree,,,,,,,,,,,,,
Abies delavayi,,,,,,,Tree,,,False,,,W,,,,No,,,
Abies delavayi var.motuoensis,,,,,,,Tree,,,False,,,,,,,,,,
Abies densa,,,,,,,Tree,,,,,,W,,,,No,,,
Abies durangensis,,,,,,,Tree,,,,,,W,,,,No,,,
Abies ernestii,,,,,,,Tree,,,False,,,woody,,,,,,,
Abies ernestii var. salouenensis,,,,,,,Tree,,,False,,,,,,,,,,
Abies faberi,,,,,,,Tree,,,False,,,,,,,,,,
Abies fabri,,,,,,,tree,,,,,,W,,,,,,,
Abies fanjingshanensis,,,,,,,Free-standing,,,,,,,,,,,,,
Abies fargesii,,,,,,,Tree,,,False,,,W,,,,,,,
Abies faxoniana,,,,,,,tree,,,False,,,W,,,,,,,
Abies ferreana,,,,,,,Tree,,,False,,,,,,,,,,
Abies firma,,,,,,,Tree,,,False,,,Woody,,,,,,,
Abies flinckii,,,,,,,,,,,,,,,,,No,,,
Abies forrestii,,,,,,,Tree,,,False,,,W,,,,No,,,
Abies fraseri,,,,,,,tree,,,FALSE,150.0,,woody,,,,No,,,
Abies fraseri (Pursh) Poir.,Purple,,,Low,,,Tree,,,No,Perennial,,,,,,Yes,,,
Abies gamblei,,,,,,,tree,,,,,,woody,,,,,,,
Abies georgei,,,,,,,Tree,,,False,,,woody,,,,,,,
Abies grandis,,,,,,,tree,,25.0,False,300.0,,woody,,,,partial,,,vesselless
Abies grandis (Dougl. ex D. Don) Lindl.,,,,,,,T,,,,,,,,,,,,,
Abies grandis (Douglas ex D. Don) Lindl.,,,,Medium,,,Tree,,,No,Perennial,,,,,,Yes,,,
Abies grandis (Douglas ex D.Don) Lindl.,,,,,,,T,,,,,,,,,,,,,
Abies guatemalensis,,,,,,,Tree,,,,,,W,,,,No,,,
Abies hickelii,,,,,,,Tree,,,,,,,,,,,,,
Abies holophylla,,,,,,,Tree,,,False,,,W,,,,,,,
Abies homolepis,,,,,,,Tree,,,False,83.92,,W,,,,No,,,
Abies kawakami,,,,,,,Tree,,,False,,,,,,,,,,
Abies kawakamii,,,,,,,Tree,,,,,,W,,,,No,,,
Abies koreana,,,,,,,Tree,,,False,,,W,,,,,,,
Abies lasiocarpa,,,,,,,Tree,,,FALSE,250.0,,woody,,,,No,,,vesselless
Abies lasiocarpa (Hook.) Nutt.,,,,Medium,,,tree,,,No,Perennial,,,,,,Yes,,,
Abies lasiocarpa var. arizonica,,,,,,,Tree,,,,,,,,,,,,,
Abies lasiocarpa var. lasiocarpa,,,,,,,Tree,,,,,,,,,,,,,
Abies lowiana,,,,,,,Tree,,,,,,,,,,,,,
Abies magnifica,,,,,,,tree,,,FALSE,300.0,,woody,,,,No,,,
Abies magnifica A. Murray,Brown,,,Low,,,Tree,,,No,Perennial,,,,,,Yes,,,
Abies magnifica A. Murray bis,,,,,,,Tree,,,,,,,,,,,,,
Abies magnifica var. magnifica,,,,,,,Tree,,,,,,,,,,,,,
Abies magnifica var. shastensis,,,,,,,Tree,,,,,,,,,,,,,
Abies mariesii,,,,,,,Tree,,,False,,,W,,,,No,,,
Abies marocana,,,,,,,tree,,,,,,W,,,,,,,
Abies nebrodensis,,,,,,,Tree,,,,,,W,,,,,,,
Abies nephrolepis,,,,,,,tree,,,False,90.0,,woody,,,,No,,,
Abies nobilis,,,,,,,Tree,,,,,,,,,,,,,
Abies nordmanniana,,,,,,,tree,,20.0,False,500.0,,W,,,,no,20.0,,
Abies nordmanniana (Steven) Spach,,,,,dry,,tree,,,,,,,,,,,,,
Abies nordmanniana (Steven) Spach ssp. equi-trojani (Boiss.) Coode & Cullen,,,,,,,tree,,,,,,,,,,,,,
Abies nukiangensis,,,,,,,Tree,,,False,,,,,,,,,,
Abies numidica,,,,,,,Tree,,,False,,,W,,,,No,,,
Abies numidica Carriere,,,,,,,tree,,,,,,,,,,,,,
Abies omorika,,,,,,,Tree,,,,,,,,,,,,,
Abies pardei,,,,,,,Tree,,,,,,W,,,,,,,
Abies phanerolepis,,,,,,,Tree,,,,,,,,,,,,,
Abies pindrow,,,,,,,Tree,,,,,,W,,,,No,,,
Abies pinsapo,,,,,,,Tree,,,False,250.0,,W,,,,No,,,vesselless
Abies pinsapo Boiss.,purple,,,,dry,,tree,,,,,,,,,,,,,
Abies procera,,,,,,,Tree,,,FALSE,long lived perennial >= 50 yrs.,,woody,,,,none,,,
Abies procera Rehd.,,,,,,,T,,,,,,,,,,,,,
Abies procera Rehder,,,,Low,,,Tree,,,No,Perennial,,,,,,Yes,,,
Abies recurvata,,,,,,,Tree,,,False,,,W,,,,,,,
Abies religiosa,,,,,,,Tree,,,,,,W,,,,No,,,
Abies sachalinensis,,,,,,,tree,,,False,245.0,,Woody,,,,,,,
Abies shastensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Abies sibirica,,,,,,,Tree,,,False,,,W,,,,,,,
Abies sibirica subsp. Sibirica,,,,,,,Tree,,,,,,,,,,,,,
Abies smithii,,,,,,,Tree,,,False,,,,,,,,,,
Abies sp,,,,,,,tree,,,,,,woody,,,,,,,
Abies sp1,,,,,,,tree,,,,,,,,,,,,,
Abies spectabilis,,,,,,,tree,,,False,,,W,,,,,,,
Abies squamata,,,,,,,Tree,,,False,,,W,,,,,,,
Abies subalpina,,,,,,,Tree,,,,,,,,,,,,,
Abies veitchii,,,,,,,tree,,,False,,,W,,,,No,,,
Abies vejarii,,,,,,,Tree,,,,,,W,,,,,,,
Abies venusta,,,,,,,Tree,,,,,,,,,,,,,
Abies yuanbaoshanensis,,,,,,,Tree,,,False,,,,,,,,,,
Abies ziyuanensis,,,,,,,Tree,,,False,,,,,,,No,,,
Abies_borisii,,,,,,,Tree,,,,,,,,,,,,,
Abies_religiosa_AJU,,,,,,,self,,,,,,,,,,,,,
Abies_religiosa_HGO,,,,,,,self,,,,,,,,,,,,,
Abies mariesii Masters,,,,,Wing-hair,,,,,,,,,,,,,,,
Abies sachalinensis (Schmidt) Masters,,,,,,,,,,,,,Woody,,,,,,,
Abies veitchii Lindley,,,,,Wing-hair,,,,,,,,,,,,,,,
Abietinella abietina,,,,,,,Nonvascular,,,,,,,,,,,,,
Abildgaardia NA,,,,,,,Graminoid,,,,,,,,,,,,,
Abildgaardia abortiva (Steud.) Lye,,,,,,,grasslike,,,,,,,,,,,,,
Abildgaardia baeothryon,,,,,,,Herb,,,,,,,,,,,,,
Abildgaardia baeothryon A.St.-Hil.,,,,,,,No,,,,,,,,,,,,,
Abildgaardia capitata,,,,,,,Herb (H),,,,,,,,,,,,,
Abildgaardia chinensis,,,,,,,Herb (H),,,,,,,,,,,,,
Abildgaardia coleotricha,,,,,,,Herb,,,,,,,,,,,,,
Abildgaardia coleotricha (Hochst. ex A.Rich.) Lye,brown,,,,nut,,herb,,,,,,,,,,,,,
Abildgaardia metalliphila,,,,,,,Herb (H),,,,,,,,,,,,,
Abildgaardia monostachya,,,,,,,Graminoid,,,,,,,,,,,,,
Abildgaardia natalensis,,,,,,,Herb (H),,,,,,,,,,,,,
Abildgaardia ovata,,,,,,,Herb,,,,,,H,,,,,,,
Abildgaardia ovata (Burm.f.) Kral,green,,,,nut,,No,,,,,,,,,,,,,
Abildgaardia papillosa,,,,,,,Herb (H),,,,,,,,,,,,,
Abildgaardia papillosa Kral & M.T.Strong,,,,,,,No,,,,,,,,,,,,,
Abildgaardia polygama,,,,,,,Herb (H),,,,,,,,,,,,,
Abildgaardia polystachya,,,,,,,Herb (H),,,,,,,,,,,,,
Abildgaardia triflora,,,,,,,Herb,,,,,,,,,,,,,
Abildgaardia wallichiana (Schult.) Lye,brown,,,,nut,,grasslike,,,,,,,,,,,,,
Abiu,,,,,,,tree,,,,,,,,,,,,,
Abiu caramuri,,,,,,,tree,,,,,,woody,,,,,,,
Abiu sp,,,,,,,tree,,,,,,woody,,,,,,,
Abobra tenuifolia,,,,,,,Climber,,,,,,H,,,,,,,
Abolboda americana,,,,,,,Tree,,,,,,,,,,,,,
Abolboda egleri,,,,,,,Herb,,,,,,,,,,,,,
Abolboda egleri L.B.Sm. & Downs,,,,,,,No,,,,,,,,,,,,,
Abolboda macrostachya,,,,,,,Herb,,,,,,,,,,,,,
Abolboda poarchon,,,,,,,Herb,,,,,,H,,,,,,,
Abolboda poarchon Seub.,,,,,,,No,,,,,,,,,,,,,
Abolboda pulchella,,,,,,,Herb,,,,,,,,,,,,,
Abolboda pulchella Humb.,,,,,,,No,,,,,,,,,,,,,
Abortopetalum sandwicense,,,,,,,Shrub,,,,,,,,,,,,,
Abrahamia buxifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia deflexa,,,,,,,Free-standing,,,,,,W,,,,,,,
Abrahamia ditimena,,,,,,,Tree,,,,,,,,,,,,,
Abrahamia grandidieri,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia humbertii,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia ibityensis,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia latifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia lecomtei,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia louvelii,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia nitida,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia oblongifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia pauciflora,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia sericea,,,,,,,Tree,,,,,,,,,,,,,
Abrahamia thouvenotii,,,,,,,Free-standing,,,,,,,,,,,,,
Abrahamia viguieri,,,,,,,Tree,,,,,,,,,,,,,
Abrodictyum angustimarginatum,,,,,,,Epiphyte,,,,,,,,,,,,,
Abrodictyum clathratum,,,,,,,Free-standing,,,,,,,,,,,,,
Abrodictyum meifolium,,,,,,,Epiphyte,,,,,,,,,,,,,
Abrodictyum rigidum,,,,,,,Epiphyte,,,,,,,,,,,,,
Abroma augusta,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Abroma augustum,,,,,,,,,,,,,W,,,,,,,
Abromeitiella brevifolia,,,,,,,Herb,,,,,,,,,,,,,
Abromeitiella lorentziana,,,,,,,Herb,,,,,,H,,,,,,,
Abronia NA,,,,,,,"Forb/herb,Vine",,,,,,,,,,,,,
Abronia acutalata,,,,,,,"Forb/herb, Vine",,,,,,,,,,,,,
Abronia alba,,,,,,,Forb/herb,,,,,,,,,,,,,
Abronia alpina,,,,,,,Herb,,,,,,,,,,,,,
Abronia ameliae,,,,,,,Herb,,,,,,non-woody,,,,,,,
Abronia ammophila,,,,,,,Herb,,,,,,,,,,,,,
Abronia angustifolia,,,,,,,Herb,,,,,,,,,,,,,
Abronia argillosa,,,,,,,Herb,,,,,,,,,,,,,
Abronia bigelovii,,,,,,,Herb,,,,,,H,,,,,,,
Abronia bolackii,,,,,,,Herb,,,,,,,,,,,,,
Abronia breviflora,,,,,,,"Forb/herb, Vine",,,,,,,,,,,,,
Abronia carletonii,,,,,,,Herb,,,,,,H,,,,,,,
Abronia carnea,,,,,,,Forb/herb,,,,,,,,,,,,,
Abronia crux-maltae,,,,,,,Forb/herb,,,,,,,,,,,,,
Abronia cycloptera,,,,,,,Forb/herb,,,,,,,,,,,,,
Abronia elliptica,,,,,,,Herb,,,,,,,,,,,,,
Abronia exalata,,,,,,,Herb,,,,,,,,,,,,,
Abronia fendleri,,,,,,,Forb/herb,,,,,,,,,,,,,
Abronia fragrans,,,,,,,herb,,,,,,non-woody,,,,,,,
Abronia fragrans. Nutall,,,,,,,b H,,,,,,,,,,,,,4
Abronia gracilis,,,,,,,Herb,,,,,,,,,,,,,
Abronia insularis,,,,,,,Herb,,,,,,,,,,,,,
Abronia latifolia,,,,,,,Herb,,,,,,non-woody,,,,,,,
Abronia latifolia Eschsch.,,,,,,,g L,,,4520.0 Sand stabilization | 4850.0 Salt-tolerant ornamental,,,,,,,,,,4
Abronia macrocarpa,,,,,,,Herb,,,,,,,,,,,,,
Abronia maritima,,,,,,,herbaceous,,,,perennial,,non-woody,,,,,,,
