species|n|Q05|Q95|A|C|D|E|F|A18
Annona reticulata|669|12|12|1|0|0|0|0|0
Annona rosei|8|12|12|1|0|0|0|0|0
Annona rugulosa|54|10.16|12|2|3|0|0|0|0
Annona salzmannii|89|12|12|1|0|0|0|0|0
Annona scandens|26|12|12|1|0|0|0|0|0
Annona schunkei|16|12|12|1|0|0|0|0|0
Annona sclerophylla|4|12|12|1|0|0|0|0|0
Annona senegalensis|2590|12|12|1|0|0|0|0|0
Annona sericea|100|12|12|1|0|0|0|0|0
Annona spinescens|35|12|12|1|0|0|0|0|0
Annona spraguei|35|12|12|1|0|0|0|0|1
Annona squamosa|940|12|12|1|0|0|0|0|0
Annona symphyocarpa|40|12|12|1|0|0|0|0|0
Annona tenuiflora|15|12|12|1|0|0|0|0|1
Annona tomentosa|157|12|12|1|0|0|0|0|0
Annona urbaniana|3|12|12|1|0|0|0|0|0
Annona vepretorum|65|12|12|1|0|0|0|0|0
Annona williamsii|33|12|12|1|0|0|0|0|0
Annona xylopifolia|1|12|12|1|0|0|0|0|0
Anodopetalum biglandulosum|1082|3.22|8.6|0|2|9|3|0|0
Anomospermum grandifolium|41|12|12|1|0|0|0|0|0
Anomostachys lastellei|40|12|12|1|0|0|0|0|0
Anonidium floribundum|26|12|12|1|0|0|0|0|0
Anonidium letestui|5|12|12|1|0|0|0|0|0
Anonidium mannii|194|12|12|1|0|0|0|0|0
Anopyxis klaineana|110|12|12|1|0|0|0|0|0
Anteremanthus hatschbachii|11|12|12|1|0|0|0|0|0
Anteremanthus piranii|7|12|12|1|0|0|0|0|0
Antheroporum harmandii|7|12|12|1|0|0|0|0|0
Antheroporum pierrei|5|12|12|1|0|0|0|0|1
Antherostele banahaensis|3|12|12|1|0|0|0|0|0
Antherostele grandistipula|2|12|12|1|0|0|0|0|1
Anthocleista amplexicaulis|62|12|12|1|0|0|0|0|0
Anthocleista djalonensis|243|12|12|1|0|0|0|0|0
Anthocleista grandiflora|170|10.19|12|2|3|0|0|0|0
Anthocleista liebrechtsiana|37|12|12|1|0|0|0|0|0
Anthocleista longifolia|51|12|12|1|0|0|0|0|0
Anthocleista madagascariensis|189|12|12|1|0|0|0|0|0
Anthocleista microphylla|16|12|12|1|0|0|0|0|0
Anthocleista nobilis|150|12|12|1|0|0|0|0|0
Anthocleista obanensis|17|12|12|1|0|0|0|0|0
Anthocleista procera|32|12|12|1|0|0|0|0|0
Anthocleista scandens|27|12|12|1|0|0|0|0|0
Anthocleista schweinfurthii|107|12|12|1|0|0|0|0|0
Anthocleista vogelii|307|12|12|1|0|0|0|0|0
Anthodiscus amazonicus|54|12|12|1|0|0|0|0|0
Anthodiscus chocoensis|31|12|12|1|0|0|0|0|0
Anthodiscus klugii|28|12|12|1|0|0|0|0|0
Anthodiscus mazarunensis|35|12|12|1|0|0|0|0|0
Anthodiscus montanus|1|12|12|1|0|0|0|0|1
Anthodiscus obovatus|22|12|12|1|0|0|0|0|0
Anthodiscus peruanus|27|12|12|1|0|0|0|0|0
Anthodiscus pilosus|20|12|12|1|0|0|0|0|1
Anthodiscus trifoliatus|4|12|12|1|0|0|0|0|1
Anthodon decussatus|124|12|12|1|0|0|0|0|0
Anthonotha acuminata|35|12|12|1|0|0|0|0|0
Anthonotha brieyi|24|12|12|1|0|0|0|0|0
Anthonotha cladantha|14|12|12|1|0|0|0|0|0
Anthonotha crassifolia|93|12|12|1|0|0|0|0|0
Anthonotha ferruginea|29|12|12|1|0|0|0|0|1
Anthonotha fragrans|145|12|12|1|0|0|0|0|0
Anthonotha gilletii|13|12|12|1|0|0|0|0|0
Anthonotha lamprophylla|30|12|12|1|0|0|0|0|0
Anthonotha macrophylla|455|12|12|1|0|0|0|0|0
Anthonotha mouandzae|6|12|12|1|0|0|0|0|1
Anthonotha noldeae|8|12|12|1|0|0|0|0|0
Anthonotha pellegrinii|2|12|12|1|0|0|0|0|1
Anthonotha pynaertii|50|12|12|1|0|0|0|0|0
Anthonotha trunciflora|23|12|12|1|0|0|0|0|1
Anthonotha wijmacampensis|4|12|12|1|0|0|0|0|0
Anthonotha xanderi|12|12|12|1|0|0|0|0|0
Anthopterus racemosus|1|5|5|0|0|1|0|0|0
Anthopterus wardii|118|0.89|12|2|9|9|9|3|0
Anthostema aubryanum|140|12|12|1|0|0|0|0|1
Anthostema madagascariense|79|12|12|1|0|0|0|0|0
Anthostema senegalense|81|12|12|1|0|0|0|0|0
Antiaris toxicaria|1150|12|12|1|0|0|0|0|0
Antiaropsis decipiens|59|12|12|1|0|0|0|0|0
Antiaropsis uniflora|2|12|12|1|0|0|0|0|0
Antidesma acidum|112|11.06|12|2|3|0|0|0|0
Antidesma alexiteria|9|12|12|1|0|0|0|0|0
Antidesma baccatum|24|12|12|1|0|0|0|0|0
Antidesma brachybotrys|6|12|12|1|0|0|0|0|1
Antidesma bunius|184|10.6|12|2|3|0|0|0|0
Antidesma celebicum|10|12|12|1|0|0|0|0|0
Antidesma chalaranthum|9|12|12|1|0|0|0|0|0
Antidesma chonmon|1|12|12|1|0|0|0|0|0
Antidesma cochinchinense|1|12|12|1|0|0|0|0|0
Antidesma contractum|28|12|12|1|0|0|0|0|0
Antidesma coriaceum|81|12|12|1|0|0|0|0|1
Antidesma cruciforme|2|12|12|1|0|0|0|0|1
Antidesma curranii|11|12|12|1|0|0|0|0|0
Antidesma cuspidatum|57|12|12|1|0|0|0|0|1
Antidesma digitaliforme|8|12|12|1|0|0|0|0|0
Antidesma edule|2|12|12|1|0|0|0|0|0
Antidesma elassophyllum|2|12|12|1|0|0|0|0|0
Antidesma elbertii|13|12|12|1|0|0|0|0|0
Antidesma erostre|187|12|12|1|0|0|0|0|0
Antidesma excavatum|316|12|12|1|0|0|0|0|0
Antidesma ferrugineum|12|12|12|1|0|0|0|0|0
Antidesma forbesii|4|12|12|1|0|0|0|0|0
Antidesma fordii|40|11.03|12|2|3|0|0|0|0
Antidesma ghaesembilla|738|11.1|12|2|3|0|0|0|0
Antidesma gillespieanum|3|12|12|1|0|0|0|0|0
Antidesma hainanense|4|12|12|1|0|0|0|0|0
Antidesma helferi|12|12|12|1|0|0|0|0|0
Antidesma heterophyllum|4|12|12|1|0|0|0|0|0
Antidesma japonicum|377|8.18|12|2|3|0|0|0|0
Antidesma jucundum|7|12|12|1|0|0|0|0|1
Antidesma khasianum|1|12|12|1|0|0|0|0|0
Antidesma kunstleri|1|12|12|1|0|0|0|0|1
Antidesma laciniatum|294|12|12|1|0|0|0|0|0
Antidesma laurifolium|2|12|12|1|0|0|0|0|0
Antidesma leucocladon|13|12|12|1|0|0|0|0|0
Antidesma leucopodum|126|12|12|1|0|0|0|0|0
Antidesma macgregorii|11|12|12|1|0|0|0|0|0
Antidesma maclurei|3|12|12|1|0|0|0|0|0
Antidesma madagascariense|477|9.28|12|2|3|0|0|0|0
Antidesma membranaceum|350|12|12|1|0|0|0|0|0
Antidesma messianianum|5|12|12|1|0|0|0|0|0
Antidesma microcarpum|11|12|12|1|0|0|0|0|0
Antidesma minus|4|12|12|1|0|0|0|0|0
Antidesma montanum|564|11.04|12|2|3|0|0|0|0
Antidesma montis-silam|4|12|12|1|0|0|0|0|0
Antidesma myriocarpum|26|12|12|1|0|0|0|0|0
Antidesma neurocarpum|307|12|12|1|0|0|0|0|0
Antidesma oblongum|44|12|12|1|0|0|0|0|0
Antidesma orthogyne|8|12|12|1|0|0|0|0|0
Antidesma pachybotryum|1|12|12|1|0|0|0|0|0
Antidesma pachystachys|1|12|12|1|0|0|0|0|1
Antidesma pahangense|7|12|12|1|0|0|0|0|0
Antidesma parvifolium|294|12|12|1|0|0|0|0|0
Antidesma pendulum|27|12|12|1|0|0|0|0|1
Antidesma petiolatum|25|12|12|1|0|0|0|0|0
Antidesma platyphyllum|24|12|12|1|0|0|0|0|0
Antidesma pleuricum|3|12|12|1|0|0|0|0|0
Antidesma polystylum|7|12|12|1|0|0|0|0|1
Antidesma pulvinatum|10|12|12|1|0|0|0|0|0
Antidesma puncticulatum|19|12|12|1|0|0|0|0|0
Antidesma pyrifolium|6|12|12|1|0|0|0|0|0
Antidesma rhynchophyllum|20|12|12|1|0|0|0|0|1
Antidesma riparium|27|12|12|1|0|0|0|0|0
Antidesma rufescens|56|12|12|1|0|0|0|0|0
Antidesma sootepense|44|12|12|1|0|0|0|0|0
Antidesma spatulifolium|2|12|12|1|0|0|0|0|1
Antidesma stipulare|83|12|12|1|0|0|0|0|0
Antidesma subcordatum|3|12|12|1|0|0|0|0|1
Antidesma tetrandrum|29|5.46|12|2|9|3|0|0|0
Antidesma tomentosum|204|12|12|1|0|0|0|0|0
Antidesma trichophyllum|1|12|12|1|0|0|0|0|0
Antidesma vaccinioides|3|12|12|1|0|0|0|0|0
Antidesma velutinosum|105|12|12|1|0|0|0|0|0
Antidesma velutinum|32|12|12|1|0|0|0|0|0
Antidesma venenosum|59|12|12|1|0|0|0|0|1
Antidesma venosum|914|11.08|12|2|3|0|0|0|0
Antidesma vogelianum|300|12|12|1|0|0|0|0|0
Antirhea anodon|1|12|12|1|0|0|0|0|1
Antirhea atropurpurea|2|12|12|1|0|0|0|0|1
Antirhea bombysia|3|12|12|1|0|0|0|0|0
Antirhea borbonica|95|12|12|1|0|0|0|0|0
Antirhea caudata|6|12|12|1|0|0|0|0|0
Antirhea chinensis|12|12|12|1|0|0|0|0|0
Antirhea hexasperma|5|12|12|1|0|0|0|0|0
Antirhea inaequalis|1|12|12|1|0|0|0|0|1
Antirhea inconspicua|4|12|12|1|0|0|0|0|1
Antirhea livida|4|12|12|1|0|0|0|0|1
Antirhea madagascariensis|45|12|12|1|0|0|0|0|0
Antirhea megacarpa|29|12|12|1|0|0|0|0|1
Antirhea multiflora|3|12|12|1|0|0|0|0|1
Antirhea myrtoides|82|12|12|1|0|0|0|0|0
Antirhea novobritanniensis|4|12|12|1|0|0|0|0|1
Antirhea ovatifolia|88|12|12|1|0|0|0|0|0
Antirhea putaminosa|59|12|12|1|0|0|0|0|0
Antirhea rhamnoides|13|12|12|1|0|0|0|0|0
Antirhea schmutzii|2|12|12|1|0|0|0|0|0
Antirhea tenuiflora|153|12|12|1|0|0|0|0|0
Antonia ovata|444|12|12|1|0|0|0|0|0
Antrocaryon amazonicum|17|12|12|1|0|0|0|0|0
Antrocaryon klaineanum|42|12|12|1|0|0|0|0|0
Antrocaryon micraster|63|12|12|1|0|0|0|0|0
Antrocaryon nannani|18|12|12|1|0|0|0|0|0
Aoranthe cladantha|194|12|12|1|0|0|0|0|0
Aoranthe nalaensis|19|12|12|1|0|0|0|0|0
Aoranthe penduliflora|18|12|12|1|0|0|0|0|0
Aparisthmium cordatum|896|12|12|1|0|0|0|0|0
Apeiba albiflora|84|12|12|1|0|0|0|0|0
Apeiba glabra|359|12|12|1|0|0|0|0|0
Apeiba intermedia|1|12|12|1|0|0|0|0|1
Apeiba macropetala|61|12|12|1|0|0|0|0|0
Apeiba membranacea|550|12|12|1|0|0|0|0|0
Apeiba petoumo|47|12|12|1|0|0|0|0|1
Apeiba schomburgkii|53|12|12|1|0|0|0|0|1
Apeiba tibourbou|1326|12|12|1|0|0|0|0|0
Apeiba uittienii|6|12|12|1|0|0|0|0|0
Aphanamixis borneensis|73|12|12|1|0|0|0|0|0
Aphanamixis polystachya|247|12|12|1|0|0|0|0|0
Aphanamixis sumatrana|8|12|12|1|0|0|0|0|1
Aphananthe aspera|494|6.45|8.97|0|2|3|0|0|0
Aphananthe cuspidata|14|12|12|1|0|0|0|0|0
Aphananthe monoica|402|11.09|12|2|3|0|0|0|0
Aphananthe philippinensis|691|11.07|12|2|3|0|0|0|0
Aphananthe sakalava|40|12|12|1|0|0|0|0|0
Aphandra natalia|83|12|12|1|0|0|0|0|0
Aphanocalyx cynometroides|33|12|12|1|0|0|0|0|0
Aphanocalyx djumaensis|34|12|12|1|0|0|0|0|0
Aphanocalyx hedinii|2|12|12|1|0|0|0|0|1
Aphanocalyx heitzii|53|12|12|1|0|0|0|0|1
Aphanocalyx jenseniae|3|12|12|1|0|0|0|0|0
Aphanocalyx ledermannii|16|12|12|1|0|0|0|0|1
Aphanocalyx margininervatus|42|12|12|1|0|0|0|0|1
Aphanocalyx microphyllus|185|12|12|1|0|0|0|0|0
Aphanocalyx obscurus|3|12|12|1|0|0|0|0|1
Aphanocalyx pectinatus|7|12|12|1|0|0|0|0|0
Aphanocalyx pteridophyllus|13|12|12|1|0|0|0|0|1
Aphanocalyx richardsiae|12|12|12|1|0|0|0|0|0
Aphanocalyx trapnellii|3|12|12|1|0|0|0|0|0
Aphelandra acanthifolia|20|12|12|1|0|0|0|0|0
Aphelandra acanthus|75|8.75|12|2|3|0|0|0|0
Aphelandra crispata|47|12|12|1|0|0|0|0|1
Aphelandra formosa|18|4.4|12|2|9|3|0|0|0
Aphelandra hartwegiana|79|12|12|1|0|0|0|0|0
Aphelandra macrophylla|33|12|12|1|0|0|0|0|0
Aphelandra parvispica|25|12|12|1|0|0|0|0|0
Aphelandra porphyrocarpa|4|12|12|1|0|0|0|0|0
Aphelandra pulcherrima|113|12|12|1|0|0|0|0|0
Aphelandra taborensis|1|12|12|1|0|0|0|0|1
Aphloia theiformis|625|11.07|12|2|3|0|0|0|0
Apiopetalum glabratum|11|12|12|1|0|0|0|0|0
Apiopetalum velutinum|26|12|12|1|0|0|0|0|0
Apodiscus chevalieri|10|12|12|1|0|0|0|0|0
Apodocephala angustifolia|17|12|12|1|0|0|0|0|0
Apodocephala begueana|3|12|12|1|0|0|0|0|0
Apodocephala multiflora|6|12|12|1|0|0|0|0|0
Apodocephala oliganthoides|9|12|12|1|0|0|0|0|0
Apodocephala pauciflora|85|12|12|1|0|0|0|0|0
Apodocephala urschiana|4|12|12|1|0|0|0|0|0
Apodytes abbottii|14|12|12|1|0|0|0|0|0
Apodytes bebile|10|12|12|1|0|0|0|0|0
Apodytes brachystylis|159|12|12|1|0|0|0|0|0
Apodytes clusiifolia|35|12|12|1|0|0|0|0|0
Apodytes dimidiata|791|11.06|12|2|3|0|0|0|0
Apodytes geldenhuysii|8|8|12|2|3|0|0|0|0
Apodytes grandifolia|10|12|12|1|0|0|0|0|0
Apodytes thouvenotii|7|12|12|1|0|0|0|0|0
Apoplanesia paniculata|388|12|12|1|0|0|0|0|0
Aporosa acuminata|1|12|12|1|0|0|0|0|1
Aporosa alia|20|12|12|1|0|0|0|0|0
Aporosa annulata|7|12|12|1|0|0|0|0|0
Aporosa antennifera|36|12|12|1|0|0|0|0|0
Aporosa arborea|24|12|12|1|0|0|0|0|0
Aporosa aurea|58|12|12|1|0|0|0|0|1
Aporosa banahaensis|11|12|12|1|0|0|0|0|1
Aporosa basilanensis|17|12|12|1|0|0|0|0|0
Aporosa benthamiana|71|12|12|1|0|0|0|0|0
Aporosa brassii|18|12|12|1|0|0|0|0|0
Aporosa brevicaudata|9|12|12|1|0|0|0|0|0
Aporosa bullatissima|7|12|12|1|0|0|0|0|0
Aporosa caloneura|22|12|12|1|0|0|0|0|0
Aporosa cardiosperma|8|12|12|1|0|0|0|0|0
Aporosa carrii|10|12|12|1|0|0|0|0|0
Aporosa chondroneura|19|12|12|1|0|0|0|0|0
Aporosa confusa|58|12|12|1|0|0|0|0|1
Aporosa decipiens|3|12|12|1|0|0|0|0|1
Aporosa dendroidea|5|12|12|1|0|0|0|0|0
Aporosa egregia|1|12|12|1|0|0|0|0|0
Aporosa elmeri|45|12|12|1|0|0|0|0|1
Aporosa falcifera|40|12|12|1|0|0|0|0|0
Aporosa ficifolia|6|12|12|1|0|0|0|0|0
Aporosa frutescens|90|12|12|1|0|0|0|0|0
Aporosa fulvovittata|6|12|12|1|0|0|0|0|0
Aporosa fusiformis|1|12|12|1|0|0|0|0|1
Aporosa globifera|7|12|12|1|0|0|0|0|1
Aporosa grandistipula|70|12|12|1|0|0|0|0|1
Aporosa granularis|39|12|12|1|0|0|0|0|0
Aporosa hermaphrodita|14|12|12|1|0|0|0|0|0
Aporosa heterodoxa|2|12|12|1|0|0|0|0|0
Aporosa illustris|22|12|12|1|0|0|0|0|0
Aporosa lagenocarpa|19|12|12|1|0|0|0|0|0
Aporosa lamellata|3|12|12|1|0|0|0|0|0
Aporosa lanceolata|7|12|12|1|0|0|0|0|0
Aporosa latifolia|1|12|12|1|0|0|0|0|1
Aporosa laxiflora|5|12|12|1|0|0|0|0|1
Aporosa ledermanniana|6|12|12|1|0|0|0|0|1
Aporosa leptochrysandra|2|12|12|1|0|0|0|0|0
Aporosa leytensis|4|12|12|1|0|0|0|0|1
Aporosa longicaudata|1|12|12|1|0|0|0|0|1
Aporosa lucida|99|12|12|1|0|0|0|0|1
Aporosa lunata|58|12|12|1|0|0|0|0|0
Aporosa maingayi|31|12|12|1|0|0|0|0|1
Aporosa microstachya|27|12|12|1|0|0|0|0|0
Aporosa misimana|4|12|12|1|0|0|0|0|1
Aporosa nervosa|35|12|12|1|0|0|0|0|0
Aporosa nigricans|33|12|12|1|0|0|0|0|1
Aporosa nigropunctata|9|12|12|1|0|0|0|0|0
Aporosa nitida|103|12|12|1|0|0|0|0|1
Aporosa octandra|151|11.09|12|2|3|0|0|0|0
Aporosa papuana|44|12|12|1|0|0|0|0|0
Aporosa parvula|5|9|12|2|3|0|0|0|0
Aporosa penangensis|19|12|12|1|0|0|0|0|0
Aporosa planchoniana|15|12|12|1|0|0|0|0|0
Aporosa praegrandifolia|20|12|12|1|0|0|0|0|0
Aporosa prainiana|43|12|12|1|0|0|0|0|0
Aporosa pseudoficifolia|1|12|12|1|0|0|0|0|1
Aporosa quadrilocularis|8|12|12|1|0|0|0|0|0
Aporosa reticulata|5|12|12|1|0|0|0|0|0
Aporosa rhacostyla|6|12|12|1|0|0|0|0|0
Aporosa sarawakensis|84|12|12|1|0|0|0|0|1
Aporosa sclerophylla|4|12|12|1|0|0|0|0|0
Aporosa selangorica|7|12|12|1|0|0|0|0|0
Aporosa serrata|5|12|12|1|0|0|0|0|0
Aporosa sphaeridiophora|13|12|12|1|0|0|0|0|0
Aporosa stellifera|26|12|12|1|0|0|0|0|1
Aporosa stenostachys|6|12|12|1|0|0|0|0|1
Aporosa subcaudata|102|12|12|1|0|0|0|0|1
Aporosa sylvestri|1|12|12|1|0|0|0|0|1
Aporosa symplocifolia|10|12|12|1|0|0|0|0|0
Aporosa symplocoides|42|12|12|1|0|0|0|0|0
Aporosa tetrapleura|3|12|12|1|0|0|0|0|0
Aporosa vagans|23|0.68|12|2|9|9|9|3|0
Aporosa villosa|51|12|12|1|0|0|0|0|0
Aporosa wallichii|29|12|12|1|0|0|0|0|0
Aporosa whitmorei|11|12|12|1|0|0|0|0|0
Aporosa yunnanensis|23|9.17|12|2|3|0|0|0|0
Aporrhiza lastoursvillensis|5|12|12|1|0|0|0|0|0
Aporrhiza le-testui|1|12|12|1|0|0|0|0|0
Aporrhiza multijuga|1|12|12|1|0|0|0|0|1
Aporrhiza paniculata|25|12|12|1|0|0|0|0|0
Aporrhiza talbotii|8|12|12|1|0|0|0|0|1
Aporrhiza urophylla|68|12|12|1|0|0|0|0|0
Appunia aurantiaca|1|12|12|1|0|0|0|0|1
Appunia brachycalyx|29|12|12|1|0|0|0|0|1
Appunia debilis|14|12|12|1|0|0|0|0|1
Appunia guatemalensis|94|12|12|1|0|0|0|0|0
Appunia peduncularis|14|12|12|1|0|0|0|0|1
Appunia surinamensis|2|12|12|1|0|0|0|0|1
Appunia tenuiflora|148|12|12|1|0|0|0|0|1
Appunia triphylla|10|12|12|1|0|0|0|0|1
Appunia venezuelensis|2|12|12|1|0|0|0|0|1
Aptandra caudata|11|12|12|1|0|0|0|0|1
Aptandra liriosmoides|18|12|12|1|0|0|0|0|1
Aptandra tubicina|161|12|12|1|0|0|0|0|0
Aptandra zenkeri|87|12|12|1|0|0|0|0|0
Apterokarpos gardneri|32|12|12|1|0|0|0|0|0
Apterosperma oblata|1|12|12|1|0|0|0|0|0
Apuleia leiocarpa|512|9.29|12|2|3|0|0|0|0
Apurimacia boliviana|18|0|12|2|9|9|9|3|0
Aquilaria baillonii|2|12|12|1|0|0|0|0|0
Aquilaria beccariana|30|12|12|1|0|0|0|0|1
Aquilaria brachyantha|1|12|12|1|0|0|0|0|1
Aquilaria crassna|11|12|12|1|0|0|0|0|0
Aquilaria cumingiana|11|12|12|1|0|0|0|0|0
Aquilaria filaria|11|12|12|1|0|0|0|0|0
Aquilaria hirta|3|12|12|1|0|0|0|0|1
Aquilaria khasiana|1|11|11|0|1|0|0|0|0
Aquilaria malaccensis|25|12|12|1|0|0|0|0|0
Aquilaria microcarpa|8|12|12|1|0|0|0|0|1
Aquilaria rugosa|2|12|12|1|0|0|0|0|0
Aquilaria sinensis|36|10.14|12|2|3|0|0|0|0
Arachnothryx aspera|40|12|12|1|0|0|0|0|0
Arachnothryx bertieroides|122|12|12|1|0|0|0|0|0
Arachnothryx brenesii|29|12|12|1|0|0|0|0|0
Arachnothryx buddleioides|614|10.18|12|2|3|0|0|0|0
Arachnothryx calycophylla|3|12|12|1|0|0|0|0|0
Arachnothryx calycosa|22|12|12|1|0|0|0|0|0
Arachnothryx capitellata|172|9.25|12|2|3|0|0|0|0
Arachnothryx chaconis|12|12|12|1|0|0|0|0|0
Arachnothryx chiapensis|1|12|12|1|0|0|0|0|0
Arachnothryx chimboracensis|15|12|12|1|0|0|0|0|0
Arachnothryx chiriquiana|7|12|12|1|0|0|0|0|0
Arachnothryx colombiana|31|12|12|1|0|0|0|0|0
Arachnothryx cupreiflora|4|12|12|1|0|0|0|0|0
Arachnothryx darienensis|1|12|12|1|0|0|0|0|1
Arachnothryx discolor|12|12|12|1|0|0|0|0|0
Arachnothryx dwyeri|15|12|12|1|0|0|0|0|1
Arachnothryx educta|1|12|12|1|0|0|0|0|0
Arachnothryx euryphylla|13|1.25|12|2|9|9|3|0|0
Arachnothryx evansii|5|12|12|1|0|0|0|0|0
Arachnothryx galeottii|1|12|12|1|0|0|0|0|0
Arachnothryx gonzaleoides|17|12|12|1|0|0|0|0|0
Arachnothryx gracilis|25|12|12|1|0|0|0|0|0
Arachnothryx gracilispica|19|12|12|1|0|0|0|0|0
Arachnothryx guerrerensis|5|12|12|1|0|0|0|0|0
Arachnothryx heteranthera|57|12|12|1|0|0|0|0|0
Arachnothryx hondurensis|14|12|12|1|0|0|0|0|0
Arachnothryx jurgensenii|31|12|12|1|0|0|0|0|0
Arachnothryx laniflora|95|12|12|1|0|0|0|0|0
Arachnothryx linguiformis|23|12|12|1|0|0|0|0|0
Arachnothryx macrocalyx|3|12|12|1|0|0|0|0|0
Arachnothryx manantlanensis|18|12|12|1|0|0|0|0|0
Arachnothryx monteverdensis|53|12|12|1|0|0|0|0|0
Arachnothryx myriantha|1|12|12|1|0|0|0|0|0
Arachnothryx nebulosa|27|12|12|1|0|0|0|0|0
Arachnothryx nelsonii|1|12|12|1|0|0|0|0|0
Arachnothryx nitida|28|10.9|12|2|3|0|0|0|0
Arachnothryx ovandensis|13|12|12|1|0|0|0|0|0
Arachnothryx perezii|15|12|12|1|0|0|0|0|0
Arachnothryx peruviana|10|12|12|1|0|0|0|0|0
Arachnothryx povedae|11|12|12|1|0|0|0|0|0
Arachnothryx purpurea|5|12|12|1|0|0|0|0|0
Arachnothryx pyramidalis|37|11.07|12|2|3|0|0|0|0
Arachnothryx reflexa|75|1.04|12|2|9|9|3|0|0
Arachnothryx rekoi|2|12|12|1|0|0|0|0|0
Arachnothryx rubens|1|12|12|1|0|0|0|0|0
Arachnothryx rufescens|28|12|12|1|0|0|0|0|0
Arachnothryx scabra|40|12|12|1|0|0|0|0|0
Arachnothryx secundiflora|33|12|12|1|0|0|0|0|0
Arachnothryx septicidalis|21|12|12|1|0|0|0|0|0
Arachnothryx skutchii|2|12|12|1|0|0|0|0|0
Arachnothryx spectabilis|45|0.93|12|2|9|9|9|3|0
Arachnothryx stachyoidea|98|12|12|1|0|0|0|0|0
Arachnothryx tacanensis|31|12|12|1|0|0|0|0|0
Arachnothryx tayloriae|11|12|12|1|0|0|0|0|0
Arachnothryx thiemei|21|12|12|1|0|0|0|0|0
Arachnothryx torresii|52|12|12|1|0|0|0|0|0
Arachnothryx tuxtlensis|21|12|12|1|0|0|0|0|0
Arachnothryx uxpanapensis|7|12|12|1|0|0|0|0|0
Arachnothryx venezuelensis|2|12|12|1|0|0|0|0|0
Arachnothryx villosa|51|12|12|1|0|0|0|0|0
Arachnothryx wendtii|3|12|12|1|0|0|0|0|0
Aralia armata|54|6.28|12|2|9|3|0|0|0
Aralia bahiana|3|12|12|1|0|0|0|0|0
Aralia bipinnata|111|7.32|12|2|9|3|0|0|0
Aralia caesia|4|0|8|0|2|9|9|3|0
Aralia chinensis|170|5.07|12|2|9|3|0|0|0
Aralia dasyphylla|67|5.92|12|2|9|3|0|0|0
Aralia delavayi|2|8|12|2|3|0|0|0|0
Aralia echinocaulis|50|7|11|0|2|3|0|0|0
Aralia elata|2016|4.4|8.57|0|2|3|0|0|0
Aralia excelsa|132|12|12|1|0|0|0|0|0
Aralia ferox|2|0|12|2|9|9|9|3|0
Aralia finlaysoniana|9|11|12|2|3|0|0|0|0
Aralia foliolosa|9|9|12|2|3|0|0|0|0
Aralia gigantea|4|7|8|0|2|3|0|0|0
Aralia gintungensis|12|0.5|11.8|0|2|9|9|3|0
Aralia glabrifoliolata|1|12|12|1|0|0|0|0|0
Aralia hiepiana|2|12|12|1|0|0|0|0|0
Aralia humilis|288|8.79|12|2|3|0|0|0|0
Aralia leschenaultii|28|2.2|11.1|0|2|9|3|0|0
Aralia montana|14|12|12|1|0|0|0|0|0
Aralia plumosa|7|4|10|0|2|3|0|0|0
Aralia regeliana|23|9.87|12|2|3|0|0|0|0
Aralia scopulorum|95|12|12|1|0|0|0|0|0
Aralia searelliana|6|12|12|1|0|0|0|0|0
Aralia soratensis|42|10.06|12|2|3|0|0|0|0
Aralia spinosa|1415|5.66|12|2|9|3|0|0|0
Aralia stellata|3|12|12|1|0|0|0|0|0
Aralia stipulata|12|0.4|9|0|2|9|9|3|0
Aralia thomsonii|22|10.2|12|2|3|0|0|0|0
Aralia tomentella|18|4.8|12|2|9|3|0|0|0
Aralia undulata|23|4.3|11.85|0|2|3|0|0|0
Aralia verticillata|3|7|12|2|9|3|0|0|0
Aralia vietnamensis|12|10|12|2|3|0|0|0|0
Aralia warmingiana|41|12|12|1|0|0|0|0|0
Aralia wilsonii|9|7|12|2|9|3|0|0|0
Aralidium pinnatifidum|53|12|12|1|0|0|0|0|0
Arapatiella emarginata|6|12|12|1|0|0|0|0|1
Arapatiella psilophylla|59|12|12|1|0|0|0|0|0
Araucaria angustifolia|311|9.54|12|2|3|0|0|0|0
Araucaria araucana|1065|2.98|8.34|0|2|9|3|0|0
Araucaria bernieri|38|12|12|1|0|0|0|0|0
Araucaria bidwillii|292|8.76|12|2|3|0|0|0|0
Araucaria biramulata|22|12|12|1|0|0|0|0|0
Araucaria columnaris|172|11.03|12|2|3|0|0|0|0
Araucaria cunninghamii|844|10.04|12|2|3|0|0|0|0
Araucaria goroensis|10|12|12|1|0|0|0|0|0
Araucaria heterophylla|479|9.17|12|2|3|0|0|0|0
Araucaria humboldtensis|23|12|12|1|0|0|0|0|0
Araucaria hunsteinii|16|12|12|1|0|0|0|0|0
Araucaria laubenfelsii|34|12|12|1|0|0|0|0|0
Araucaria luxurians|18|12|12|1|0|0|0|0|0
Araucaria montana|74|12|12|1|0|0|0|0|0
Araucaria muelleri|27|12|12|1|0|0|0|0|0
Araucaria nemorosa|7|12|12|1|0|0|0|0|0
Araucaria rulei|36|12|12|1|0|0|0|0|0
Araucaria schmidii|6|12|12|1|0|0|0|0|0
Araucaria scopulorum|20|12|12|1|0|0|0|0|0
